49 7776 31843
6 104 -143.07 -143.07
9 104 -187.45 -187.45
11 104 -55.84 -55.84
12 104 -245.26 -245.26
14 104 -212.94 -212.94
15 104 -285.38 -285.38
20 104 -343.9 -343.9
0 105 -96.46 -96.46
1 105 -72.44 -72.44
2 105 -111.36 -111.36
3 105 -83.97 -83.97
4 105 -126.9 -126.9
5 105 -67.59 -67.59
6 105 -144.21 -144.21
7 105 -61.75 -61.75
8 105 -164.52 -164.52
9 105 -189.09 -189.09
10 105 -53.61 -53.61
11 105 -57.07 -57.07
12 105 -247.96 -247.96
13 105 -49.23 -49.23
14 105 -215.2 -215.2
15 105 -288.34 -288.34
0 106 173.17 173.17
1 106 166.95 166.95
2 106 175.2 175.2
3 106 169.64 169.64
5 106 158.8 158.8
11 106 146.79 146.79
12 106 219.41 219.41
15 106 229.26 229.26
20 106 239.26 239.26
0 107 128.66 128.66
1 107 126.94 126.94
2 107 129.77 129.77
4 107 132.07 132.07
9 107 143.74 143.74
12 107 156.73 156.73
14 107 150.24 150.24
15 107 163.37 163.37
17 107 175.72 175.72
0 108 172.53 172.53
1 108 168.39 168.39
2 108 174.47 174.47
3 108 170.34 170.34
4 108 178.58 178.58
5 108 160.61 160.61
6 108 184.15 184.15
7 108 154.38 154.38
8 108 190.13 190.13
9 108 196.73 196.73
10 108 142.52 142.52
11 108 148.42 148.42
12 108 211.76 211.76
13 108 141.15 141.15
14 108 204.55 204.55
15 108 219.59 219.59
33 108 257.24 257.24
38 108 270.73 270.73
39 108 111.31 111.31
45 108 114.73 114.73
47 108 285.92 285.92
0 109 139.72 139.72
1 109 136.71 136.71
2 109 140.56 140.56
4 109 143.34 143.34
5 109 130.11 130.11
7 109 125.6 125.6
8 109 151.9 151.9
9 109 157.04 157.04
12 109 170.61 170.61
14 109 164.1 164.1
15 109 177.77 177.77
20 109 184.28 184.28
33 109 208.37 208.37
35 109 199.07 199.07
0 110 105.56 105.56
1 110 107.66 107.66
2 110 103.79 103.79
3 110 106.95 106.95
4 110 104.01 104.01
5 110 103.85 103.85
6 110 104.62 104.62
7 110 100.4 100.4
8 110 105.88 105.88
9 110 106.87 106.87
10 110 94.28 94.28
11 110 97.71 97.71
12 110 110.47 110.47
13 110 91.96 91.96
14 110 108.96 108.96
15 110 112 112
16 110 85.09 85.09
17 110 113.49 113.49
20 110 112.59 112.59
30 110 79.17 79.17
33 110 117.22 117.22
34 110 72.11 72.11
35 110 114.78 114.78
38 110 119.63 119.63
39 110 74.09 74.09
43 110 69.58 69.58
45 110 79.49 79.49
47 110 122.46 122.46
0 111 131.5 131.5
1 111 130.09 130.09
2 111 132.21 132.21
3 111 130.48 130.48
4 111 134.58 134.58
5 111 122.95 122.95
6 111 138.35 138.35
7 111 118.73 118.73
8 111 141.72 141.72
9 111 146.12 146.12
10 111 109.6 109.6
11 111 114.23 114.23
12 111 158.11 158.11
13 111 106.41 106.41
14 111 152.41 152.41
15 111 164.1 164.1
16 111 97.64 97.64
17 111 176.17 176.17
20 111 169.95 169.95
22 111 102 102
30 111 91.02 91.02
33 111 190.57 190.57
34 111 83.49 83.49
35 111 183.36 183.36
39 111 83.91 83.91
43 111 80.55 80.55
45 111 88.84 88.84
0 112 -4.44 -4.44
1 112 5.91 5.91
2 112 -11.12 -11.12
3 112 1.22 1.22
4 112 -15.78 -15.78
5 112 5.23999 5.23999
6 112 -19.75 -19.75
7 112 5.47 5.47
8 112 -25.97 -25.97
12 112 -44.93 -44.93
14 112 -36.87 -36.87
15 112 -54.03 -54.03
20 112 -67.61 -67.61
0 113 140.56 140.56
1 113 137.41 137.41
2 113 141.47 141.47
3 113 139.2 139.2
4 113 144.57 144.57
5 113 130.9 130.9
6 113 148.7 148.7
7 113 125.5 125.5
8 113 153.76 153.76
9 113 158.87 158.87
10 113 115.38 115.38
11 113 120.67 120.67
12 113 172.54 172.54
15 113 179.69 179.69
17 113 193.66 193.66
20 113 186.56 186.56
30 113 95.28 95.28
33 113 211.29 211.29
34 113 87.55 87.55
35 113 202.77 202.77
38 113 223.52 223.52
39 113 87.88 87.88
47 113 237.77 237.77
0 114 -30.52 -30.52
1 114 -18.36 -18.36
2 114 -37.34 -37.34
3 114 -24.61 -24.61
4 114 -42.77 -42.77
6 114 -48.07 -48.07
8 114 -53.87 -53.87
9 114 -61.06 -61.06
12 114 -73.86 -73.86
14 114 -67.43 -67.43
20 114 -88.88 -88.88
0 115 -137.33 -137.33
1 115 -109.31 -109.31
2 115 -154.91 -154.91
3 115 -122.24 -122.24
4 115 -172.43 -172.43
5 115 -102.33 -102.33
6 115 -191.46 -191.46
8 115 -213.43 -213.43
9 115 -239.14 -239.14
12 115 -299.8 -299.8
14 115 -267.09 -267.09
15 115 -338.92 -338.92
19 115 330.1 330.1
23 115 365.7 365.7
24 115 263.4 263.4
25 115 191.35 191.35
27 115 229.2 229.2
0 116 -142.64 -142.64
1 116 -114.08 -114.08
2 116 -160.7 -160.7
3 116 -127.01 -127.01
4 116 -178.86 -178.86
5 116 -106.65 -106.65
6 116 -198.59 -198.59
7 116 -99.66 -99.66
8 116 -221.29 -221.29
9 116 -248.01 -248.01
11 116 -93.28 -93.28
12 116 -311.57 -311.57
14 116 -277.16 -277.16
15 116 -352.43 -352.43
16 116 -75.65 -75.65
18 116 285.88 285.88
19 116 319.77 319.77
23 116 354.51 354.51
24 116 252 252
25 116 180.42 180.42
27 116 218.15 218.15
0 117 -130.58 -130.58
1 117 -104.04 -104.04
2 117 -147.52 -147.52
3 117 -116.01 -116.01
4 117 -164.4 -164.4
5 117 -97.21 -97.21
6 117 -182.74 -182.74
7 117 -90.93 -90.93
8 117 -203.47 -203.47
9 117 -227.54 -227.54
12 117 -284.7 -284.7
14 117 -254.3 -254.3
15 117 -320.93 -320.93
18 117 312.56 312.56
19 117 346.51 346.51
24 117 278.51 278.51
27 117 243.69 243.69
0 118 161.3 161.3
1 118 156.44 156.44
2 118 164.35 164.35
3 118 159.05 159.05
4 118 168.63 168.63
6 118 174.63 174.63
8 118 180.54 180.54
9 118 187.35 187.35
10 118 131.02 131.02
11 118 136.58 136.58
13 118 126.67 126.67
14 118 195.76 195.76
15 118 214.02 214.02
16 118 116.47 116.47
17 118 233.82 233.82
20 118 224.26 224.26
22 118 121.56 121.56
30 118 107.96 107.96
33 118 256.93 256.93
34 118 99.8 99.8
38 118 273.37 273.37
39 118 99.79 99.79
43 118 96.86 96.86
45 118 104.64 104.64
47 118 292.51 292.51
0 119 144.76 144.76
1 119 134.47 134.47
2 119 149.71 149.71
4 119 158.43 158.43
8 119 183.24 183.24
9 119 199.52 199.52
12 119 244.98 244.98
15 119 275.61 275.61
20 119 316.99 316.99
0 120 -142.71 -142.71
1 120 -114.1 -114.1
2 120 -160.6 -160.6
3 120 -127.11 -127.11
4 120 -178.71 -178.71
5 120 -106.75 -106.75
6 120 -198.37 -198.37
7 120 -99.71 -99.71
8 120 -221.11 -221.11
9 120 -247.53 -247.53
11 120 -93.29 -93.29
12 120 -309.54 -309.54
14 120 -276.46 -276.46
15 120 -349.35 -349.35
24 120 254.14 254.14
25 120 182.31 182.31
27 120 219.15 219.15
0 121 -69.81 -69.81
1 121 -53.36 -53.36
2 121 -78.87 -78.87
3 121 -61.76 -61.76
4 121 -86.78 -86.78
5 121 -51.04 -51.04
6 121 -94.66 -94.66
8 121 -103.79 -103.79
9 121 -114.61 -114.61
12 121 -134.56 -134.56
14 121 -124.04 -124.04
15 121 -145.35 -145.35
17 121 -173.4 -173.4
20 121 -159.06 -159.06
33 121 -207.91 -207.91
35 121 -188.43 -188.43
38 121 -233.03 -233.03
47 121 -262.54 -262.54
0 122 -14.56 -14.56
1 122 -5.78 -5.78
2 122 -19.57 -19.57
3 122 -9.48999 -9.48999
4 122 -23.02 -23.02
5 122 -6.32999 -6.32999
7 122 -6.42001 -6.42001
8 122 -29.07 -29.07
9 122 -32.57 -32.57
10 122 -6.63 -6.63
11 122 -6.20999 -6.20999
12 122 -36.76 -36.76
13 122 -6.28 -6.28
14 122 -34.54 -34.54
15 122 -39.2 -39.2
16 122 -8.72 -8.72
17 122 -45.68 -45.68
20 122 -42.37 -42.37
30 122 -12.32 -12.32
33 122 -51.82 -51.82
34 122 -17.11 -17.11
35 122 -48.89 -48.89
38 122 -55.52 -55.52
39 122 -11.77 -11.77
43 122 -17.45 -17.45
45 122 -4.84 -4.84
47 122 -58.37 -58.37
0 123 219.01 219.01
1 123 207.49 207.49
2 123 226.26 226.26
3 123 214.36 214.36
4 123 236.6 236.6
5 123 195.54 195.54
6 123 249.13 249.13
7 123 185.21 185.21
8 123 263.87 263.87
9 123 279.82 279.82
10 123 165.2 165.2
11 123 175.18 175.18
12 123 321.36 321.36
14 123 299.47 299.47
15 123 344.3 344.3
20 123 367.48 367.48
0 124 155.76 155.76
1 124 151.06 151.06
2 124 157.39 157.39
6 124 166.73 166.73
8 124 172.58 172.58
9 124 179.1 179.1
12 124 197.11 197.11
14 124 187.85 187.85
15 124 205.8 205.8
17 124 224.23 224.23
20 124 214.52 214.52
35 124 235.71 235.71
0 125 137.25 137.25
1 125 134.36 134.36
2 125 138.26 138.26
3 125 135.74 135.74
4 125 141.36 141.36
5 125 127.34 127.34
6 125 145.07 145.07
7 125 122.65 122.65
8 125 149.77 149.77
9 125 154.74 154.74
10 125 112.59 112.59
12 125 168.78 168.78
14 125 161.63 161.63
15 125 175.65 175.65
17 125 189.7 189.7
20 125 182.16 182.16
33 125 205.54 205.54
35 125 198.06 198.06
38 125 218.9 218.9
47 125 232.89 232.89
0 126 149.14 149.14
1 126 138.04 138.04
2 126 154.96 154.96
3 126 143.99 143.99
4 126 164.29 164.29
5 126 129.36 129.36
8 126 190.31 190.31
9 126 207.55 207.55
14 126 229.7 229.7
15 126 288.05 288.05
20 126 332.34 332.34
0 127 -7.01999 -7.01999
1 127 4.35998 4.35998
2 127 -14.78 -14.78
3 127 -0.51001 -0.51001
4 127 -21.77 -21.77
5 127 5.07001 5.07001
6 127 -29 -29
8 127 -38.15 -38.15
9 127 -48.19 -48.19
12 127 -75.55 -75.55
14 127 -60.33 -60.33
15 127 -96.32 -96.32
0 128 161.02 161.02
1 128 147.66 147.66
2 128 169.04 169.04
3 128 154.61 154.61
0 129 -33.14 -33.14
1 129 -22.24 -22.24
2 129 -39.81 -39.81
3 129 -26.92 -26.92
4 129 -44.76 -44.76
5 129 -21.49 -21.49
6 129 -49.16 -49.16
7 129 -20.45 -20.45
8 129 -54.81 -54.81
9 129 -60.23 -60.23
10 129 -19.26 -19.26
11 129 -19.67 -19.67
12 129 -71.51 -71.51
13 129 -17.94 -17.94
14 129 -65.21 -65.21
15 129 -76.92 -76.92
16 129 -18.74 -18.74
30 129 -21.68 -21.68
34 129 -26.37 -26.37
39 129 -20.49 -20.49
43 129 -26.46 -26.46
45 129 -13.25 -13.25
0 130 137.59 137.59
1 130 127.58 127.58
3 130 133.41 133.41
4 130 150.29 150.29
5 130 119.72 119.72
7 130 113.44 113.44
8 130 173.48 173.48
9 130 188.93 188.93
10 130 101.79 101.79
11 130 106.8 106.8
12 130 230.8 230.8
14 130 207.62 207.62
15 130 260.16 260.16
17 130 353.54 353.54
20 130 298.26 298.26
22 130 91.03 91.03
0 131 171.11 171.11
1 131 165.97 165.97
4 131 176.98 176.98
6 131 182.16 182.16
8 131 188.27 188.27
9 131 195.16 195.16
12 131 209.7 209.7
14 131 202.23 202.23
15 131 217.46 217.46
17 131 234.27 234.27
20 131 225.4 225.4
33 131 253.92 253.92
35 131 243.71 243.71
38 131 266.39 266.39
47 131 281.3 281.3
0 132 307.88 307.88
1 132 273.03 273.03
4 132 355.9 355.9
7 132 236.37 236.37
11 132 221.73 221.73
13 132 197.04 197.04
30 132 163.64 163.64
34 132 151.58 151.58
0 133 335.98 335.98
1 133 292.94 292.94
2 133 362.37 362.37
3 133 313.26 313.26
5 133 269.64 269.64
7 133 250.62 250.62
10 133 218.7 218.7
11 133 233.98 233.98
13 133 206.32 206.32
22 133 194.04 194.04
0 134 358.98 358.98
1 134 308.77 308.77
2 134 390.29 390.29
3 134 332.36 332.36
5 134 283.14 283.14
7 134 261.92 261.92
11 134 243.5 243.5
0 135 389.52 389.52
1 135 329.64 329.64
3 135 357.22 357.22
5 135 300.13 300.13
7 135 276.52 276.52
11 135 256.16 256.16
0 136 95.45 95.45
1 136 95.03 95.03
3 136 95.91 95.91
5 136 90.62 90.62
7 136 86.68 86.68
10 136 79.85 79.85
11 136 83.37 83.37
13 136 77.31 77.31
16 136 70.16 70.16
22 136 73.66 73.66
30 136 64.31 64.31
34 136 57.21 57.21
0 137 134.84 134.84
1 137 126.43 126.43
2 137 138.9 138.9
3 137 131.42 131.42
5 137 118.61 118.61
7 137 111.54 111.54
10 137 99.52 99.52
11 137 105.41 105.41
13 137 94.98 94.98
16 137 84.53 84.53
39 137 70.28 70.28
45 137 74.9 74.9
0 138 291.09 291.09
1 138 232.44 232.44
3 138 259.06 259.06
5 138 208.2 208.2
7 138 188.52 188.52
10 138 159.17 159.17
11 138 172.5 172.5
13 138 148.15 148.15
16 138 128.19 128.19
22 138 137.21 137.21
39 138 103.11 103.11
43 138 101.79 101.79
0 139 -71.55 -71.55
1 139 -51.64 -51.64
3 139 -61.34 -61.34
5 139 -48.36 -48.36
7 139 -43.39 -43.39
10 139 -37.14 -37.14
11 139 -39.91 -39.91
13 139 -33.3 -33.3
16 139 -30.89 -30.89
22 139 -32.13 -32.13
0 140 306.27 306.27
1 140 264.17 264.17
3 140 282.15 282.15
5 140 240.52 240.52
7 140 224.42 224.42
10 140 194.23 194.23
11 140 208.88 208.88
13 140 183.2 183.2
16 140 161.3 161.3
22 140 171.92 171.92
30 140 149.21 149.21
34 140 138.16 138.16
43 140 132.18 132.18
0 141 162.18 162.18
1 141 150.02 150.02
2 141 168.54 168.54
3 141 157.31 157.31
5 141 139.34 139.34
7 141 129.52 129.52
10 141 114.08 114.08
11 141 121.38 121.38
16 141 96.07 96.07
22 141 101.9 101.9
30 141 88.54 88.54
34 141 80 80
0 142 197.2 197.2
1 142 166.72 166.72
2 142 215.11 215.11
3 142 181.08 181.08
4 142 243.37 243.37
5 142 153.17 153.17
7 142 140.93 140.93
10 142 122.43 122.43
11 142 130.95 130.95
13 142 115.42 115.42
16 142 102.03 102.03
22 142 107.81 107.81
30 142 93.41 93.41
34 142 84.01 84.01
43 142 80.3 80.3
0 143 -69.81 -69.81
1 143 -53.36 -53.36
2 143 -78.87 -78.87
3 143 -61.76 -61.76
4 143 -86.78 -86.78
5 143 -51.04 -51.04
6 143 -94.66 -94.66
7 143 -47.46 -47.46
9 143 -114.61 -114.61
12 143 -134.56 -134.56
14 143 -124.04 -124.04
0 144 -1.09 -1.09
1 144 4.92001 4.92001
3 144 3.42999 3.42999
4 144 -8.14999 -8.14999
5 144 4.26999 4.26999
6 144 -10.14 -10.14
7 144 4.32001 4.32001
10 144 4.01001 4.01001
11 144 4.67999 4.67999
13 144 4.14002 4.14002
16 144 1.51001 1.51001
22 144 2.98999 2.98999
30 144 -2.60998 -2.60998
34 144 -7.78 -7.78
39 144 -3.42001 -3.42001
43 144 -8.82999 -8.82999
45 144 3.13001 3.13001
0 145 -40.5 -40.5
1 145 -23.34 -23.34
2 145 -52.21 -52.21
3 145 -30.51 -30.51
4 145 -64.21 -64.21
5 145 -20.42 -20.42
6 145 -77 -77
7 145 -17.71 -17.71
8 145 -92.93 -92.93
9 145 -112.95 -112.95
10 145 -13.31 -13.31
11 145 -15.02 -15.02
13 145 -11.08 -11.08
14 145 -138.02 -138.02
16 145 -10.1 -10.1
22 145 -10.33 -10.33
30 145 -12.01 -12.01
34 145 -15.89 -15.89
39 145 -8.45001 -8.45001
43 145 -15.23 -15.23
45 145 -1.47 -1.47
0 146 275.89 275.89
1 146 221.99 221.99
3 146 246.11 246.11
5 146 198.04 198.04
7 146 179.45 179.45
10 146 152 152
11 146 164.62 164.62
13 146 141.47 141.47
16 146 122.97 122.97
22 146 131.43 131.43
30 146 112.27 112.27
34 146 102.42 102.42
39 146 99.16 99.16
43 146 97.55 97.55
45 146 102 102
0 147 -2 -2
1 147 8.44 8.44
2 147 -7.64002 -7.64002
3 147 5.39002 5.39002
5 147 6.98001 6.98001
7 147 5.64002 5.64002
10 147 8.19 8.19
11 147 8.72 8.72
13 147 9.53 9.53
16 147 8.70999 8.70999
22 147 9.01001 9.01001
30 147 5.41 5.41
34 147 0.130005 0.130005
39 147 4.85001 4.85001
43 147 -0.529999 -0.529999
45 147 11.46 11.46
0 148 355.19 355.19
1 148 306.27 306.27
3 148 329.2 329.2
5 148 280.95 280.95
7 148 260.27 260.27
10 148 225.93 225.93
11 148 242.39 242.39
13 148 212.7 212.7
22 148 199.45 199.45
0 149 -316.32 -316.32
1 149 -230.39 -230.39
3 149 -266.79 -266.79
23 149 41.5 41.5
25 149 -249.01 -249.01
26 149 146.28 146.28
28 149 196.34 196.34
29 149 247.75 247.75
31 149 -318.31 -318.31
36 149 296.83 296.83
37 149 -387.6 -387.6
42 149 341.98 341.98
0 150 -284.1 -284.1
1 150 -208.26 -208.26
2 150 -340.76 -340.76
3 150 -241.28 -241.28
5 150 -186.43 -186.43
26 150 179.33 179.33
28 150 228.28 228.28
29 150 278.94 278.94
0 151 -151.56 -151.56
1 151 -121.25 -121.25
2 151 -170.06 -170.06
3 151 -135.02 -135.02
4 151 -189.48 -189.48
5 151 -113.39 -113.39
6 151 -209.98 -209.98
8 151 -234.52 -234.52
9 151 -262.27 -262.27
12 151 -329.88 -329.88
14 151 -293.34 -293.34
15 151 -373.3 -373.3
18 151 269.86 269.86
19 151 302.91 302.91
24 151 235.73 235.73
25 151 163.8 163.8
27 151 201.16 201.16
37 151 88.32 88.32
40 151 -81.33 -81.33
0 152 -262.55 -262.55
1 152 -195.49 -195.49
2 152 -310.57 -310.57
3 152 -224.69 -224.69
5 152 -175.9 -175.9
7 152 -159 -159
18 152 4.03 4.03
19 152 56.05 56.05
24 152 -48.74 -48.74
25 152 -163.02 -163.02
27 152 -102.63 -102.63
28 152 253.25 253.25
29 152 302.2 302.2
31 152 -226.4 -226.4
32 152 -355.55 -355.55
36 152 349.35 349.35
37 152 -289.99 -289.99
0 153 -128.26 -128.26
1 153 -101.51 -101.51
2 153 -145.07 -145.07
4 153 -162.24 -162.24
5 153 -94.74 -94.74
8 153 -201.99 -201.99
9 153 -227.16 -227.16
11 153 -82.06 -82.06
14 153 -254.3 -254.3
19 153 347.15 347.15
24 153 276.51 276.51
0 154 -123.12 -123.12
1 154 -94.73 -94.73
3 154 -108.58 -108.58
4 154 -160.58 -160.58
5 154 -88.3 -88.3
7 154 -80.95 -80.95
8 154 -208.93 -208.93
10 154 -70.14 -70.14
11 154 -75.14 -75.14
13 154 -64.35 -64.35
14 154 -270.74 -270.74
16 154 -58.81 -58.81
22 154 -61.15 -61.15
30 154 -59.73 -59.73
34 154 -61.4 -61.4
39 154 -50.2 -50.2
43 154 -58.63 -58.63
45 154 -40.86 -40.86
0 155 307.88 307.88
1 155 273.03 273.03
2 155 328.73 328.73
4 155 355.9 355.9
7 155 236.37 236.37
11 155 221.73 221.73
13 155 197.04 197.04
22 155 185.75 185.75
30 155 163.64 163.64
34 155 151.58 151.58
0 156 229.71 229.71
1 156 213.91 213.91
2 156 237.84 237.84
3 156 221.99 221.99
4 156 249.8 249.8
6 156 263.91 263.91
8 156 280.05 280.05
9 156 298.65 298.65
14 156 320.47 320.47
0 157 -53.49 -53.49
1 157 -39.05 -39.05
3 157 -46.21 -46.21
4 157 -67.73 -67.73
5 157 -37.57 -37.57
7 157 -34.66 -34.66
11 157 -32.76 -32.76
22 157 -28.79 -28.79
30 157 -31.54 -31.54
34 157 -35.06 -35.06
39 157 -27.54 -27.54
43 157 -34.01 -34.01
45 157 -19.74 -19.74
0 158 109.18 109.18
1 158 111.76 111.76
2 158 107.41 107.41
3 158 110.81 110.81
4 158 107.75 107.75
7 158 104.79 104.79
8 158 109.66 109.66
9 158 110.33 110.33
13 158 95.87 95.87
16 158 89.16 89.16
30 158 83.41 83.41
34 158 76.32 76.32
39 158 78 78
43 158 73.88 73.88
45 158 83.49 83.49
0 159 -176.76 -176.76
1 159 -138.59 -138.59
2 159 -201.9 -201.9
3 159 -155.55 -155.55
4 159 -228.67 -228.67
5 159 -128.18 -128.18
6 159 -259.61 -259.61
8 159 -296.77 -296.77
9 159 -342.6 -342.6
18 159 185.36 185.36
19 159 225.72 225.72
21 159 305.57 305.57
23 159 266.11 266.11
24 159 145.33 145.33
26 159 344.17 344.17
27 159 104.68 104.68
0 160 -70.79 -70.79
1 160 -54.63 -54.63
2 160 -79.87 -79.87
3 160 -62.63 -62.63
4 160 -87.7 -87.7
5 160 -52.17 -52.17
7 160 -48.89 -48.89
10 160 -44.76 -44.76
11 160 -46.51 -46.51
0 161 248.44 248.44
1 161 202.43 202.43
2 161 281.89 281.89
3 161 223.3 223.3
4 161 332.07 332.07
7 161 165.8 165.8
10 161 141.16 141.16
11 161 152.5 152.5
13 161 131.75 131.75
0 162 -42.9 -42.9
1 162 -23.86 -23.86
2 162 -56.5 -56.5
3 162 -31.26 -31.26
5 162 -19.81 -19.81
7 162 -16.78 -16.78
10 162 -11.95 -11.95
11 162 -13.77 -13.77
0 163 -77.99 -77.99
1 163 -49.88 -49.88
3 163 -61.81 -61.81
4 163 -117.79 -117.79
6 163 -146.9 -146.9
10 163 -29.32 -29.32
11 163 -33.39 -33.39
13 163 -25.19 -25.19
34 163 -26.38 -26.38
43 163 -24.77 -24.77
0 164 -119.75 -119.75
1 164 -93.58 -93.58
2 164 -137.09 -137.09
3 164 -103.87 -103.87
4 164 -153.6 -153.6
5 164 -87.67 -87.67
6 164 -172.47 -172.47
7 164 -81.22 -81.22
8 164 -191.9 -191.9
9 164 -218.96 -218.96
10 164 -71.47 -71.47
11 164 -75.65 -75.65
13 164 -66.39 -66.39
14 164 -246.96 -246.96
16 164 -60.24 -60.24
22 164 -62.94 -62.94
0 165 -143.01 -143.01
1 165 -102.18 -102.18
3 165 -119.86 -119.86
5 165 -90.69 -90.69
7 165 -81.08 -81.08
10 165 -66.09 -66.09
11 165 -72.89 -72.89
13 165 -59.53 -59.53
16 165 -51.65 -51.65
22 165 -55.08 -55.08
30 165 -50.94 -50.94
34 165 -52.8 -52.8
39 165 -41.89 -41.89
43 165 -50.37 -50.37
45 165 -33.27 -33.27
0 166 100.79 100.79
1 166 99.44 99.44
3 166 100.98 100.98
5 166 94.67 94.67
7 166 90.64 90.64
11 166 87.1 87.1
13 166 80.59 80.59
22 166 76.52 76.52
34 166 60.07 60.07
0 167 -233.18 -233.18
1 167 -163.36 -163.36
2 167 -285.8 -285.8
3 167 -193.31 -193.31
4 167 -357.37 -357.37
7 167 -127.24 -127.24
10 167 -103.09 -103.09
11 167 -114.01 -114.01
26 167 214.61 214.61
28 167 277.51 277.51
0 168 -96.33 -96.33
1 168 -62.57 -62.57
3 168 -79.28 -79.28
5 168 -55.28 -55.28
7 168 -49.1 -49.1
10 168 -39.49 -39.49
11 168 -43.7 -43.7
13 168 -35.16 -35.16
22 168 -32.67 -32.67
30 168 -31.58 -31.58
43 168 -32.44 -32.44
0 169 129.96 129.96
1 169 121.75 121.75
2 169 133.64 133.64
3 169 126.15 126.15
4 169 140.42 140.42
5 169 114.44 114.44
7 169 108.18 108.18
11 169 102.62 102.62
13 169 93.27 93.27
22 169 88.15 88.15
34 169 69.13 69.13
39 169 69.98 69.98
43 169 66.55 66.55
0 170 -333.25 -333.25
1 170 -214.25 -214.25
3 170 -262.36 -262.36
26 170 83.86 83.86
28 170 160.26 160.26
29 170 233.81 233.81
36 170 302.73 302.73
0 171 -346.79 -346.79
1 171 -215.15 -215.15
3 171 -267.91 -267.91
26 171 58.13 58.13
28 171 142.5 142.5
29 171 221.89 221.89
36 171 296.77 296.77
0 172 -177.1 -177.1
1 172 -125.82 -125.82
2 172 -214.55 -214.55
3 172 -147.45 -147.45
4 172 -262.33 -262.33
5 172 -111.66 -111.66
6 172 -326.89 -326.89
18 172 21.88 21.88
19 172 98.75 98.75
21 172 239.82 239.82
23 172 171.37 171.37
26 172 303.86 303.86
28 172 365.78 365.78
0 173 92 92
1 173 95.19 95.19
2 173 90.02 90.02
3 173 93.75 93.75
4 173 90.34 90.34
6 173 91.17 91.17
8 173 91.94 91.94
0 174 -125.08 -125.08
1 174 -96.08 -96.08
2 174 -143.26 -143.26
3 174 -110.37 -110.37
4 174 -162.92 -162.92
6 174 -185.03 -185.03
8 174 -211.68 -211.68
9 174 -243.87 -243.87
12 174 -323.93 -323.93
14 174 -278.83 -278.83
0 175 -46.58 -46.58
1 175 -33.2 -33.2
2 175 -53.99 -53.99
3 175 -39.99 -39.99
4 175 -59.65 -59.65
6 175 -66.55 -66.55
8 175 -73.08 -73.08
9 175 -81.01 -81.01
0 176 -27.96 -27.96
1 176 -19.53 -19.53
2 176 -33.19 -33.19
3 176 -23.06 -23.06
4 176 -36.27 -36.27
6 176 -38.98 -38.98
8 176 -41.39 -41.39
0 177 215.87 215.87
1 177 191.08 191.08
2 177 231.21 231.21
3 177 201.84 201.84
4 177 252.16 252.16
6 177 277.69 277.69
8 177 309.42 309.42
9 177 348.61 348.61
0 178 135.92 135.92
1 178 135.19 135.19
2 178 135.09 135.09
3 178 136.17 136.17
4 178 136.24 136.24
6 178 138.54 138.54
8 178 141.02 141.02
9 178 143.3 143.3
0 179 -5.22 -5.22
1 179 1.95001 1.95001
2 179 -10.29 -10.29
4 179 -12.9 -12.9
5 179 1.48999 1.48999
6 179 -14.98 -14.98
8 179 -16.94 -16.94
9 179 -18.94 -18.94
0 180 -111.26 -111.26
1 180 -76.3 -76.3
2 180 -136.61 -136.61
4 180 -166.68 -166.68
6 180 -205.75 -205.75
8 180 -259.62 -259.62
9 180 -343.18 -343.18
18 180 141.85 141.85
19 180 226.39 226.39
23 180 306.42 306.42
24 180 51 51
0 181 -111.26 -111.26
1 181 -76.3 -76.3
2 181 -136.61 -136.61
4 181 -166.68 -166.68
6 181 -205.75 -205.75
8 181 -259.62 -259.62
23 181 306.42 306.42
0 182 -67.14 -67.14
1 182 -47.83 -47.83
2 182 -79.29 -79.29
4 182 -91.41 -91.41
5 182 -44.78 -44.78
6 182 -105.1 -105.1
7 182 -40.25 -40.25
8 182 -120.26 -120.26
11 182 -36.79 -36.79
0 183 -11.12 -11.12
1 183 -3.82999 -3.82999
2 183 -16.18 -16.18
3 183 -6.63 -6.63
4 183 -19.15 -19.15
6 183 -21.63 -21.63
8 183 -23.66 -23.66
0 184 201.81 201.81
1 184 175.32 175.32
2 184 218.36 218.36
3 184 187.09 187.09
4 184 242.83 242.83
6 184 275.34 275.34
0 185 201.81 201.81
1 185 175.32 175.32
2 185 218.36 218.36
6 185 275.34 275.34
0 186 -122.41 -122.41
1 186 -85.42 -85.42
2 186 -149.21 -149.21
6 186 -225.68 -225.68
0 187 202.17 202.17
1 187 180.89 180.89
2 187 216.55 216.55
3 187 189.98 189.98
4 187 235.5 235.5
5 187 166.78 166.78
6 187 258.96 258.96
7 187 157.33 157.33
8 187 287.89 287.89
9 187 324.84 324.84
10 187 138.4 138.4
11 187 147.81 147.81
13 187 131.43 131.43
30 187 107.51 107.51
39 187 97.92 97.92
0 188 49.06 49.06
1 188 54.4 54.4
2 188 45.22 45.22
5 188 52.94 52.94
6 188 41.12 41.12
7 188 50.82 50.82
0 189 -134.15 -134.15
1 189 -106.84 -106.84
2 189 -151.19 -151.19
3 189 -119.16 -119.16
4 189 -168.68 -168.68
5 189 -99.9 -99.9
6 189 -187.45 -187.45
7 189 -93.14 -93.14
8 189 -209.09 -209.09
9 189 -234.56 -234.56
15 189 -333.52 -333.52
18 189 302.9 302.9
